Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
El Gezirah Language School,,4.3,[],02 27351308,+20 2 27351308,12 el aziz othman st.، الجبلاية، الزمالك، محافظة القاهرة‬، Egypt,30.0598779,31.2208093,,,12,,https://maps.google.com/?cid=13792175097218450543,,,,,,[''],,,,,,,1,0,0,1,0,
الايمان للتعليم الاساسى ع,,3.6,[],02 33867627,+20 2 33867627,"يحى شاهين الطالبية العمرانية, الطالبي× القبلية, At Talbeyah Al Qebleyah, Giza, Giza Governorate 11341, Egypt",29.99158340000001,31.1767658,Giza Governorate,At Talbeyah Al Qebleyah,Giza,Egypt,https://maps.google.com/?cid=4826511285023189977,,,,,,[''],,,,,,,1,0,0,1,0,
مدرسة البشائر المعادى الجديدة,http://www.albashaerschools.net/,1.5,"['American@albashaerschools.net', 'British@albashaerschools.net', 'National@albashaerschools.net', 'Admission@albashaerschools.net', 'Jobs@albashaerschools.net', 'jobs@albashaerschools.net', 'american@albashaerschools.net', 'british@albashaerschools.net']",02 29706625,+20 2 29706625,"El-Basatin Sharkeya, El-Basatin, Cairo Governorate, Egypt",29.9769381,31.2847304,,,El-Basatin Sharkeya,,https://maps.google.com/?cid=14495696072212630888,https://www.facebook.com/Al-Bashaer-Schools-109683205794240/timeline/,,,,,[''],,,,"Mission &amp; Vision

Our Mission is :

         To build a generation who :

Believes in God and obeying Him lovingly and choosingly .
Updated with the latest scientific developments and technology.
Well exposed to the entire world and well – rounded enough to cope with people from different cultures and backgrounds .

 Loving nature and proactively interacting with  surroundings .

Our Vision is :


To remain as one of the most prominent, moderate Islamic schools in Egypt. (current mission).
Compete at the global level from the educational perspective. (within 3 years).
Expansion and transfer of expertise, opening new schools in other Islamic or non Islamic countries (within 10 years).

 Establishing a university or institutes, having the same mission, in the future (within the coming 10 years).",,,1,0,1,1,0,
Knowledge Valley School,http://kvs.edu.eg/,4.3,[],02 37221413,+20 2 37221413,"Abou Sherif, Saft Al Laban, Imbaba, Giza Governorate, Egypt",30.01486299999999,31.16151809999999,Imbaba,Saft Al Laban,Abou Sherif,Giza Governorate,https://maps.google.com/?cid=15029495684262830351,,,,,,[''],,,,,,,0,0,0,0,0,
El Mohandeseen Preparatory School For Boys,,1.2,[],02 37624786,+20 2 37624786,"الجيزة, المهندسين، Mit Akaba, Al Agouzah, Giza Governorate, Egypt",30.04769399999999,31.19464199999999,Al Agouzah,Mit Akaba,Egypt,Giza Governorate,https://maps.google.com/?cid=11033329704883257217,,,,,,[''],,,,,,,0,0,0,0,0,
Baby Garden Language School,,4.1,[],02 27953032,+20 2 27953032,3 ش منصور، السيدة زينب، محافظة القاهرة‬، Egypt,30.0357454,31.2380033,,,3,,https://maps.google.com/?cid=16464437638631435906,,,,,,[''],,,,,,,0,0,0,0,0,
Orouba Language Schools,http://www.oroubaschools.edu.eg/,4.3,[],02 25168091,+20 2 25168091,Amr street، البساتين الغربية، المعادي، محافظة القاهرة‬، Egypt,29.9744054,31.2726356,المعادي,البساتين الغربية,Amr street,محافظة القاهرة‬,https://maps.google.com/?cid=6596160792027156971,,,,,,[''],,,,,,,0,0,0,0,0,
Al Waha Language Schools,,3.1,[],02 33821900,+20 2 33821900,El Mariouteya Rd.، EL HARAM، الجيزة، Egypt,29.9662374,31.1805618,الجيزة,EL HARAM,El Mariouteya Rd.,الجيزة,https://maps.google.com/?cid=11271900375946973998,,,,,,[''],,,,,,,0,0,0,0,0,
Baby Home Schools,,4,[],02 27368145,+20 2 27368145,12 mahmoud azmy st.، عمر الخيام، الزمالك، محافظة القاهرة‬، Egypt,30.0582644,31.2225447,,,12,,https://maps.google.com/?cid=5283654073398036715,,,,,,[''],,,,,,,0,0,0,0,0,
El Amal Language School,http://amallanguageschools.com/,3.5,[],0111 744 2214,+20 111 744 2214,18 ش 105، معادي الخبيري الوسطي، المعادي، محافظة القاهرة‬، Egypt,29.96218299999999,31.252347,,,18,,https://maps.google.com/?cid=13914732396312492606,,,,,,[''],,,,,,,0,0,1,1,0,
Maadi Canal School,,4.2,[],02 23584021,+20 2 23584021,22 ش 82، المعادى، المعادي، محافظة القاهرة‬، Egypt,29.9588445,31.2626813,,,22,,https://maps.google.com/?cid=6664044744954976606,,,,,,[''],,,,,,,0,0,1,1,0,
Sahara International School,http://www.saharaschools.com/,4,[],02 25903850,+20 2 25903850,"5 Seif Al Din Mahrani St.، Ramses Square، Al Fagalah, Al Azbakeyah, Cairo Governorate 11523, Egypt",30.06111400000001,31.249289,Al Azbakeyah,Al Fagalah,Cairo Governorate,Egypt,https://maps.google.com/?cid=4403689133918020314,,,,,,[''],,,,,,,0,0,0,0,0,
Victory College,http://www.victorycollegeelmaadi.com/,4.3,[],03 3581167,+20 3 3581167,"216, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt",29.9624806,31.2715779,Al Maadi,Maadi as Sarayat Al Gharbeyah,216,Cairo Governorate,https://maps.google.com/?cid=2831097427236385102,,,,,,[''],"&#13;
               &#13;
                &#13;
&#13;
    To cope with the present international condition, and to have our up-coming generations well equipped for &#13;
their future lives  on this planet, new horizons have to be introduced into their educations that promote the &#13;
awareness and understanding of other global cultures. Students that are introduced to versatile cultures not &#13;
only learn how to understand and sympathize with them but also learn how to become tolerant towards people &#13;
who differ in traditions, customs,and priorities in life. &#13;
&#13;
    If human beings all over the world understood each other through culture understanding this world would be &#13;
far much better place to live in. It is also worth mentioning that students who are introduced to versatile cultures&#13;
have a better understanding of human nature and learn that there are more than one way to see the world and that&#13;
they all correct if seen through their own context.&#13;
&#13;
    To meet all the above mentioned demands of our present day world, Victory College in Maadi has introduced &#13;
The American International System of Education in which students will be introduced to the American culture &#13;
and way of thinking while still maintaining their faith in their native one.&#13;
&#13;
                &#13;
                &#13;
&#13;
&#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
                &#13;
               &#13;
            &#13;
&#13;
            &#13;
                &#13;
            &#13;
&#13;
            &#13;
&#13;
&#13;
            &#13;
Step1Browse through bridal magazines to find styles you like and those that exemplify the styles that would compliment the wedding you are planning. Clip the cheap cocktail dresses pictures to take with you to the wedding dress shops. Schedule an appointment to try on wedding dresses at the cheap prom dresses shop that has a variety of dress styles in a variety of sizes that you can try on. Go to your a-line wedding dress shop appointment with a good friend and a camera. Show your magazine clippings to the wedding dress shop consultant so she knows what you are looking for cheap wedding dresses.&#13;
&#13;
&#13;
          &#13;
&#13;",,,,,"Launch Your Buzz
						Use our new superlist posting interface and quickly create exceptional, media-rich buzz posts.",1,0,0,1,0,
