Name,Website,Rating,Email,Phone Number,International Phone Number,Address,Latitude,Longitude,Administrative Area Level 1,Administrative Area Level 3,Route,Country,Google URL,Facebook Link,Youtube Link,Linkedin Link,Instagram Link,Twitter Link,Admission Link,About Us,Accreditation,Activities,Mission & Vision,Facilities,Fees,IGCSE,IB,BAC,AMERICAN,ABITUR,Supply List
Baby Home Schools,,4,[],02 27368145,+20 2 27368145,12 mahmoud azmy st.، عمر الخيام، الزمالك، محافظة القاهرة‬، Egypt,30.0582644,31.2225447,,,12,,https://maps.google.com/?cid=5283654073398036715,,,,,,[''],,,,,,,0,1,0,1,0,
St. Joseph Maronite Language Schools,http://www.maronitecollege-eg.net/,4.1,[],02 25911112,+20 2 25911112,"26 Hamdy, Al Qbeisi, El-Zaher, Cairo Governorate, Egypt",30.0646492,31.258434,,,26,,https://maps.google.com/?cid=6724997098421478832,,,,,,[''],,,,,,,0,0,0,0,0,
City International Schools,http://www.acc-cairo.com/,3.8,[],02 27360285,+20 2 27360285,16 Shagaret El Dor St.، أبو الفدا، الزمالك، محافظة القاهرة‬، Egypt,30.0612275,31.21889500000001,,,16,,https://maps.google.com/?cid=16139024535110462865,,,,,,[''],,,,,,,0,0,0,0,0,
Queen Language Schools,http://www.queeninternationalschools.com/,3.7,[],02 37831602,+20 2 37831602,ش الطالبية البحرية، فيصل، الجيزة، Egypt,30.008526,31.17651900000001,الجيزة,فيصل,ش الطالبية البحرية,الجيزة,https://maps.google.com/?cid=10581792246607622884,,,,,,[''],,,,,,,0,0,0,0,0,
Millennium International Schools,,4.7,[],02 27356867,+20 2 27356867,31 Ahmed Heshmat St.، محمد مظهر، الزمالك، محافظة القاهرة‬، Egypt,30.0654104,31.2213879,,,31,,https://maps.google.com/?cid=10963850035730212737,,,,,,[''],,,,,,,0,0,0,0,0,
Elwy Language Schools,,4,[],02 37452164,+20 2 37452164,15 ش متولى الشعراوى، فيصل، الجيزة، Egypt,29.9984386,31.1414052,,,15,,https://maps.google.com/?cid=3205408059362318534,,,,,,[''],,,,,,,0,0,0,0,0,
Leaders Language Schools,,3.7,[],02 26848358,+20 2 26848358,53 intersection of Walley El Ahd St.، HADAYEK EL KOBBA، حدائق القبة، محافظة القاهرة‬، Egypt,30.0895118,31.2851052,,,53,,https://maps.google.com/?cid=12145778125278412141,,,,,,[''],,,,,,,0,0,0,0,0,
City Language Schools,http://www.acc-cairo.com/,3.4,[],02 33353995,+20 2 33353995,7 El Ashgar St.، MOHANDESEEN، الجيزة، Egypt,30.0533949,31.2046727,,,7,,https://maps.google.com/?cid=1774324339665120039,,,,,,[''],,,,,,,0,0,0,0,0,
Green Land - Pré Vert International School (Giza Campus),http://www.gpisgiza.net/,4.2,[],0100 222 6050,+20 100 222 6050,"٤٠٥ شارع جزيرة محمد - الكوم الآحمر، El-Kom El-Ahmar, الجيزة، Giza Governorate, Egypt",30.1077305,31.18932720000001,Giza Governorate,El-Kom El-Ahmar,الجيزة,Egypt,https://maps.google.com/?cid=12599131602346505383,http://www.facebook.com/,http://youtube.com,,,http://twitter.com/gpiszayed,"['', u'http://www.gpisgiza.net//gpis/index.php/en/admission/terms-and-conditions', u'http://www.gpisgiza.net//gpis/index.php/en/admission/student-admission-form', u'http://www.gpisgiza.net//gpis/index.php/en/admission/diploma-program-application', u'http://www.gpisgiza.net//gpis/index.php/en/admission/scholarship', u'http://www.gpisgiza.net//gpis/index.php/en/admission/uniforms', u'http://www.gpisgiza.net//gpis/index.php/en/admission/gpis-bus-services']","&#13;
	&#13;
		About GPIS 	&#13;
&#13;
&#13;
&#13;
&#13;
	&#13;
&#13;
	 &#13;
Green Land Pre Vert International School (GPIS) is a private Egyptian School with bilingual sections ( English - Arabic &amp; French - Arabic) for children from the age of 3 to 18. The School accepts and welcomes students of all nationalities. The School was founded in 1994 by a group of parents whose interest was to invest in their children’s education and future. The School provides its students with an international standard of education and a high level of languages instruction in an Egyptian environment respecting the Arab culture and emphasizing the teaching of Arabic Language. Moreover, GPIS teaches foreign languages complying to an exclusive international standard and qualifying its students for earning the International Diploma from IB.&#13;
GPIS history:&#13;
-     1994: Foundation of GPIS – Forty parents set out to fulfill their dream of creating an ideal School for their children and so was opened the Nursery in Mohandessin. -    1996: Opening the School Giza -    1997: GPIS received the Quality Assurance Certificate (BS EN ISO 9002: 1994) delivered by BSI -    2000: GPIS received a second Quality Assurance Certificate - BS EN ISO 9001: 2000, delivered by BSI-UK.-    2002: International Gold star for Quality from BID in Spain-    2003: Authorization for PYP by IBO -    2004: Authorization for MYP by IBO    -    2005: Authorization for DP by IBO-    2007: GPIS students are granted by IBO the 2007 Robert Blackburn Award for the best community and service project in Africa -    2008: GPIS received Quality Assurance Certificate - BS EN ISO 9001: 2008, delivered by BSI-UK.-    2011: Opening of the New Nursery campus in Sheikh Zayed&#13;
 &#13;
 	&#13;
	&#13;
                                         &#13;","&#13;
	&#13;
		Accreditation and Affiliation	&#13;
&#13;
&#13;
&#13;
&#13;
	&#13;
&#13;
	Affiliations:IBO: International Baccalaureate Organization (www.ibo.org):The School has been authorized by IBO to offer the Primary Years Programme (PYP) since May 2003. The School has been authorized by IBO to offer the Middle Years Programme (MYP) since May 2004. The School has been authorized by IBO to offer the Diploma Programme (DP) since March 2005.GPIS -Egypt is the only school in Egypt authorized by IBO - Geneva to offer the three IB programs in English (Green Land ) and in French ( Pre Vert ) for students from 3-18 years old.&#13;
&#13;
 &#13;
Accreditations: In May 1997, Green Land Pré Vert International School GPIS was the first School in the Middle East to be awarded the Quality Assurance Certificate - BS EN ISO 9002: 1994, by the highly reputable quality assurance organization, British Standard Institution BSi-UK.In March 2002, Green Land Pré Vert International School GPIS was the first school to be awarded the most recent Quality Assurance Certificate - BS EN ISO 9001: 2000, by BSi-UK.In March 2008, Green Land Pré Vert International School GPIS was the first school to be awarded the most recent Quality Assurance Certificate - BS EN ISO 9001: 2008, by BSi-UK.The scope of registration is:""The Provision of Qualified Educational Activities""The BSI assessor reported in the assessment report - 28th March 2002:“The School operates an educational system that far exceeds the requirements of the quality management standard identified by the ISO 9001: 2000 standard. Excellent quality objectives are identified, monitored and followed up.”In April 2008, Green Land Pré Vért International School has been re-certified by a Strategic Review by the BSI.The BSI assessors reported in their report dated 30th March 2008:"" The school has a well identified business plan and realistic objectives for which targets are assigned, measured and reviewed. The school maintains a system that enables it to achieve its objectives and monitor its performance in a satisfactory manner.""&#13;
&#13;
 &#13;
Certificate Awards:International Star Award for Quality from BID - SpainOn 28th October 2002, Mr. Amr Mokhtar the Chairman and Managing Director of Green Land Educational Association GEF-Egypt  was invited to Geneva to receive  ""International Quality Star Award"" from Mr. Jose E. Prieto, President of Business Initiative Directions- BID .	&#13;
	&#13;
                                         &#13;","&#13;
	&#13;
		Extracurricular activities	&#13;
&#13;
&#13;
&#13;
&#13;
	&#13;
&#13;
	Aiming to enrich the students’ talents and help them discover their hidden potentials, the MYP department allocates a lesson per week for  Extra-curricular activities. The students join the activity of their preferences, getting the chance to make new friends from different classes. A large number of activities are offered in order to match the students’ different talents and interests (Circus, puppets, Arts, Crochet, Maths club, Journalism, Leadership, Cooking...etc)All activities are held by MYP staff members and are meant to contribute in developing the students’ profile, talents and social skills.	&#13;
	&#13;
                                         &#13;","&#13;
					Copyright © 2018 Green Land - Pré Vert International Schools | Giza (GPIS). All Rights Reserved.




&#13;
				&#13;
								&#13;
								&#13;",,,1,1,0,1,0,
Refaa El Tahtawy Private Schools,http://www.refaaschools.com/,5,['info@refaaschools.com'],02 23915063,+20 2 23915063,7 El Sayed El Beblawy St.، DOWNTOWN، الدرب الأحمر، محافظة القاهرة‬، Egypt,30.03492189999999,31.2525569,,,7,,https://maps.google.com/?cid=8261471087653143927,,,,,,[''],,,,,,,0,0,0,0,0,
La Rose De Lisiuex Language Schools,http://www.laroseschools.com/,3.5,[],02 37494545,+20 2 37494545,6 متفرع من ش هارون، الدقي، الجيزة، Egypt,30.0378358,31.2133491,,,6,,https://maps.google.com/?cid=12376369647014020910,https://www.facebook.com/LaRoseDeLisieux,https://www.youtube.com/channel/UCu7T_KzsH2nZMPR-1-YKRRw,,,,[''],,,,,"&#13;
									School Facilities&#13;
School Capabilities :&#13;
1- Large Playground, 1,500 m. wide, for conducting all types of sporting games and developing the skills of students.&#13;
2- Room for multi-media and scientific specialties for coping with the modern developments and achievements .&#13;
3- Room for musical education for developing the skills of students.&#13;
4- The School Library for activating students minds since it contains a large number of books, encyclopedias and DVD programs of various specialties as well as science and entertaining magazines.&#13;
5- Physical education room equipped with the latest sport facilities.&#13;
6- Science labs equipped to the highest standards.&#13;
7- Smart board technology for interactive learning in all academic subjects.&#13;
 &#13;
Bus Lines&#13;
Number of Buses : 9 buses .&#13;
Bus' Lines :&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
Bus Lines&#13;
&#13;
&#13;
Destination&#13;
&#13;
&#13;
&#13;
&#13;
3&#13;
&#13;
&#13;
Faysal&#13;
&#13;
&#13;
&#13;
&#13;
3&#13;
&#13;
&#13;
Haram&#13;
&#13;
&#13;
&#13;
&#13;
1&#13;
&#13;
&#13;
Manial&#13;
&#13;
&#13;
&#13;
&#13;
1&#13;
&#13;
&#13;
Agouza&#13;
&#13;
&#13;
&#13;
&#13;
1&#13;
&#13;
&#13;
Mohandiseen&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
&#13;
 							&#13;"," 6, Amin El Rafee st , Dokki, Giza&#13;
21, Tahrir street, Dokki,&#13;
Cairo (secondary building)&#13;
Fax: 002/37621076&#13;
Phone: 002/37494545 - 002/37621069 - 002/37602128&#13;
E-mails: 
 This e-mail address is being protected from spambots. You need JavaScript enabled to view it.
 &#13;

 This e-mail address is being protected from spambots. You need JavaScript enabled to view it.
  Facebook Page &#13;
&#13;",0,0,0,1,0,
